song_name,artist,genre,popularity,release_date,music_link,track_id,image,duration_ms,explicit,external_urls,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Par amour,"Dadju, GIMS",Pop,65,24/11/2017,https://open.spotify.com/track/7vaHVmMKvajDN4IwtNslnI,7vaHVmMKvajDN4IwtNslnI,https://i.scdn.co/image/ab67616d0000b273926dbcf60c7126b8db67e2da,197053,FALSE,https://open.spotify.com/track/7vaHVmMKvajDN4IwtNslnI,0.566,0.653,5,-6.349,0,0.0873,0.51,0,0.117,0.72,120.056
TOUT essayer ?,"Dadju, Tayc",Pop,63,16/02/2024,https://open.spotify.com/track/2AtnAly14IUP5I8mPo8QAc,2AtnAly14IUP5I8mPo8QAc,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,213307,FALSE,https://open.spotify.com/track/2AtnAly14IUP5I8mPo8QAc,0.491,0.732,4,-6.379,0,0.0685,0.261,0,0.288,0.487,77.266
La vie d'un... / Ma préférée,"Dadju, Tayc",Pop,63,16/02/2024,https://open.spotify.com/track/3IedXlFglIwo754rxOID4x,3IedXlFglIwo754rxOID4x,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,286400,FALSE,https://open.spotify.com/track/3IedXlFglIwo754rxOID4x,0.463,0.796,5,-6.604,1,0.222,0.0248,0,0.204,0.736,104.925
Compliqué,Dadju,Pop,64,25/09/2020,https://open.spotify.com/track/6VtG4p0It4nM0aStU46hEl,6VtG4p0It4nM0aStU46hEl,https://i.scdn.co/image/ab67616d0000b27303bb9e103697ae15187f16d8,214813,FALSE,https://open.spotify.com/track/6VtG4p0It4nM0aStU46hEl,0.633,0.747,1,-6.546,1,0.0553,0.55,0,0.165,0.927,74.784
Dieu merci,"Dadju, Tiakola",Pop,61,02/06/2021,https://open.spotify.com/track/11Qk2ErD3ckafyw4RqQsQK,11Qk2ErD3ckafyw4RqQsQK,https://i.scdn.co/image/ab67616d0000b273118b6f837d01291bf5f6a005,211649,FALSE,https://open.spotify.com/track/11Qk2ErD3ckafyw4RqQsQK,0.731,0.523,8,-7.183,0,0.0611,0.398,0,0.215,0.83,133.961
Apprends-moi !,"Dadju, Tayc",Pop,64,16/02/2024,https://open.spotify.com/track/1QfNvkcNwlnoUpFlHu2AX8,1QfNvkcNwlnoUpFlHu2AX8,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,241413,FALSE,https://open.spotify.com/track/1QfNvkcNwlnoUpFlHu2AX8,0.398,0.656,9,-6.299,0,0.0964,0.491,0,0.119,0.412,95.796
SOLD OUT !,"Dadju, Tayc",Pop,63,16/02/2024,https://open.spotify.com/track/5xxfiqrm3wj6h8GYS3Hwkb,5xxfiqrm3wj6h8GYS3Hwkb,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,243027,FALSE,https://open.spotify.com/track/5xxfiqrm3wj6h8GYS3Hwkb,0.375,0.616,5,-6.489,0,0.148,0.227,0,0.105,0.522,77.953
One Piece,"Dadju, Tayc",Pop,58,16/02/2024,https://open.spotify.com/track/513PI3esAe6yoaWzLCvZll,513PI3esAe6yoaWzLCvZll,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,250467,FALSE,https://open.spotify.com/track/513PI3esAe6yoaWzLCvZll,0.657,0.562,1,-7.238,1,0.0632,0.25,0,0.203,0.471,106.176
Django,"Dadju, Franglish",Pop,59,24/11/2017,https://open.spotify.com/track/14hLSMLJ86sHRklJ62tH58,14hLSMLJ86sHRklJ62tH58,https://i.scdn.co/image/ab67616d0000b273926dbcf60c7126b8db67e2da,249240,FALSE,https://open.spotify.com/track/14hLSMLJ86sHRklJ62tH58,0.611,0.586,8,-6.785,0,0.259,0.391,0,0.222,0.732,195.884
Jaloux,Dadju,Pop,62,20/02/2019,https://open.spotify.com/track/4z1gMvWV2ofN66kDuieHMq,4z1gMvWV2ofN66kDuieHMq,https://i.scdn.co/image/ab67616d0000b2733cc8ceca99e45ce4984eab3b,233986,FALSE,https://open.spotify.com/track/4z1gMvWV2ofN66kDuieHMq,0.558,0.797,8,-3.89,0,0.0739,0.193,0,0.399,0.368,139.992
Victoria Secret,"Dadju, Tayc",Pop,58,16/02/2024,https://open.spotify.com/track/102Ysjwaqlhg4dIRgOeI2m,102Ysjwaqlhg4dIRgOeI2m,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,257853,FALSE,https://open.spotify.com/track/102Ysjwaqlhg4dIRgOeI2m,0.359,0.656,6,-7.2,1,0.277,0.279,0.00735,0.178,0.333,176.149
Bob Marley,Dadju,Pop,61,24/11/2017,https://open.spotify.com/track/2qXmVc811574AdIdDgayRP,2qXmVc811574AdIdDgayRP,https://i.scdn.co/image/ab67616d0000b273926dbcf60c7126b8db67e2da,214760,FALSE,https://open.spotify.com/track/2qXmVc811574AdIdDgayRP,0.651,0.616,10,-7.467,0,0.222,0.104,0,0.109,0.568,89.977
Grand bain,"Dadju, Ninho",Pop,64,25/09/2020,https://open.spotify.com/track/0W4MOQ2kTOm1y7ooahgQP1,0W4MOQ2kTOm1y7ooahgQP1,https://i.scdn.co/image/ab67616d0000b27303bb9e103697ae15187f16d8,207076,FALSE,https://open.spotify.com/track/0W4MOQ2kTOm1y7ooahgQP1,0.63,0.393,1,-10.762,1,0.183,0.88,0,0.0894,0.166,145.051
Une semaine pour oublier...,"Dadju, Tayc",Pop,57,16/02/2024,https://open.spotify.com/track/1x6x2YSqFPqQtTkHFBnfdJ,1x6x2YSqFPqQtTkHFBnfdJ,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,202813,FALSE,https://open.spotify.com/track/1x6x2YSqFPqQtTkHFBnfdJ,0.41,0.614,6,-7.565,0,0.0902,0.389,1.94E-06,0.413,0.555,71.515
Oublie-le,Dadju,Pop,67,24/11/2017,https://open.spotify.com/track/1XPGoMhSvUIrv7zKG5Vi3y,1XPGoMhSvUIrv7zKG5Vi3y,https://i.scdn.co/image/ab67616d0000b273926dbcf60c7126b8db67e2da,202013,FALSE,https://open.spotify.com/track/1XPGoMhSvUIrv7zKG5Vi3y,0.637,0.687,5,-7.377,0,0.216,0.176,0,0.124,0.5,113.142
Mafuzzy Style,Dadju,Pop,53,20/02/2019,https://open.spotify.com/track/4sgnTQggcrgn2F8RFjShaH,4sgnTQggcrgn2F8RFjShaH,https://i.scdn.co/image/ab67616d0000b2733cc8ceca99e45ce4984eab3b,210291,FALSE,https://open.spotify.com/track/4sgnTQggcrgn2F8RFjShaH,0.709,0.838,7,-3.706,0,0.0668,0.256,0,0.0713,0.833,106.022
LOOSE,"Dadju, Tayc",Pop,55,16/02/2024,https://open.spotify.com/track/5eg43eDhJzjYSqFeRJB4FJ,5eg43eDhJzjYSqFeRJB4FJ,https://i.scdn.co/image/ab67616d0000b273f0af4b473392e424af058137,222187,FALSE,https://open.spotify.com/track/5eg43eDhJzjYSqFeRJB4FJ,0.387,0.442,2,-7.634,1,0.0998,0.63,0,0.0989,0.591,161.316
Locked out of Heaven,Bruno Mars,Pop,89,07/12/2012,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,233478,FALSE,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994
That's What I Like,Bruno Mars,Pop,87,17/11/2016,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0KKkJNfGyhkQ5aFogxQAPU,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,206693,FALSE,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066
Just the Way You Are,Bruno Mars,Pop,85,05/10/2010,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,7BqBn9nzAq8spo5e7cZ0dJ,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,220734,FALSE,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021
When I Was Your Man,Bruno Mars,Pop,87,07/12/2012,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,0nJW01T7XtvILxQgC5J7Wh,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,213827,FALSE,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795
Talking to the Moon,Bruno Mars,Pop,82,05/10/2010,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,161DnLWsx1i3u1JT05lzqU,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,217867,FALSE,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.511,0,0.107,0.0784,145.867
Grenade,Bruno Mars,Pop,78,05/10/2010,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,2tJulUYLDKOg9XrtVkMgcJ,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,222091,FALSE,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444
It Will Rain,Bruno Mars,Pop,70,04/11/2011,https://open.spotify.com/track/0RUGuh2uSNFJpGMSsD1F5C,0RUGuh2uSNFJpGMSsD1F5C,https://i.scdn.co/image/ab67616d0000b273f01ba25235fb24f73605b9dd,257720,FALSE,https://open.spotify.com/track/0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017
Marry You,Bruno Mars,Pop,75,05/10/2010,https://open.spotify.com/track/22PMfvdz35fFKYnJyMn077,22PMfvdz35fFKYnJyMn077,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,230192,FALSE,https://open.spotify.com/track/22PMfvdz35fFKYnJyMn077,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905
24K Magic,Bruno Mars,Pop,80,17/11/2016,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,6b8Be6ljOzmkOmFslEb23P,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,225983,FALSE,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,80,11/11/2021,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T,02VBYrHfVwfEWXk5DXyf0T,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,242096,FALSE,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088
Treasure,Bruno Mars,Pop,80,07/12/2012,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,55h7vJchibLdUkxdlX3fK7,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,178560,TRUE,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017
Runaway Baby,Bruno Mars,Pop,71,05/10/2010,https://open.spotify.com/track/5MMLS3xm12D7N26xlfFApr,5MMLS3xm12D7N26xlfFApr,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,148448,FALSE,https://open.spotify.com/track/5MMLS3xm12D7N26xlfFApr,0.658,0.762,10,-3.028,0,0.0425,0.263,0,0.127,0.823,163.864
Count on Me,Bruno Mars,Pop,74,05/10/2010,https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU,7l1qvxWjxcKpB9PCtBuTbU,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,197470,FALSE,https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU,0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1
The Lazy Song,Bruno Mars,Pop,72,05/10/2010,https://open.spotify.com/track/1ExfPZEiahqhLyajhybFeS,1ExfPZEiahqhLyajhybFeS,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,189109,FALSE,https://open.spotify.com/track/1ExfPZEiahqhLyajhybFeS,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915
Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Pop,75,20/12/2017,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,3Vo4wInECJQuz9BIBMOu8i,https://i.scdn.co/image/ab67616d0000b27347e522adf030a78615cdea06,217289,FALSE,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,73,11/11/2021,https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb,3xVZYkcuWalGudeKl861wb,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,197443,FALSE,https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03
Versace on the Floor,Bruno Mars,Pop,79,17/11/2016,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0kN8xEmgMW9mh7UmDYHlJP,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,261240,FALSE,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152
After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",Pop,73,11/11/2021,https://open.spotify.com/track/3jiKUMXqwEodB7gVv1RMZU,3jiKUMXqwEodB7gVv1RMZU,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,249444,FALSE,https://open.spotify.com/track/3jiKUMXqwEodB7gVv1RMZU,0.651,0.703,0,-8.958,0,0.0816,0.0297,0,0.0608,0.647,140.051
Finesse,Bruno Mars,Pop,72,17/11/2016,https://open.spotify.com/track/5XMkENs3GfeRza8MfVAhjK,5XMkENs3GfeRza8MfVAhjK,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,191000,FALSE,https://open.spotify.com/track/5XMkENs3GfeRza8MfVAhjK,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,69,11/11/2021,https://open.spotify.com/track/7jvCeWOSnJs2N3spqobWnO,7jvCeWOSnJs2N3spqobWnO,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,203123,FALSE,https://open.spotify.com/track/7jvCeWOSnJs2N3spqobWnO,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,70,12/11/2021,https://open.spotify.com/track/4pryE6cN2gFL1FVF5fYINl,4pryE6cN2gFL1FVF5fYINl,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,242096,FALSE,https://open.spotify.com/track/4pryE6cN2gFL1FVF5fYINl,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088
Chunky,Bruno Mars,Pop,69,17/11/2016,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,0mBKv9DkYfQHjdMcw2jdyI,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,186973,FALSE,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Pop,65,12/11/2021,https://open.spotify.com/track/1oERlssLrpssCAY6Yqqs6c,1oERlssLrpssCAY6Yqqs6c,https://i.scdn.co/image/ab67616d0000b273d0bbd3ea2ec554f17a6603cc,197443,FALSE,https://open.spotify.com/track/1oERlssLrpssCAY6Yqqs6c,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03
Young Girls,Bruno Mars,Pop,66,07/12/2012,https://open.spotify.com/track/3G5iN5QBqMeXx3uZPy8tgB,3G5iN5QBqMeXx3uZPy8tgB,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,228720,FALSE,https://open.spotify.com/track/3G5iN5QBqMeXx3uZPy8tgB,0.561,0.749,6,-4.951,0,0.032,0.461,1.82E-06,0.205,0.501,125.986
Gorilla,Bruno Mars,Pop,66,07/12/2012,https://open.spotify.com/track/2ih2U8ttFzCjnQ5njF3SrR,2ih2U8ttFzCjnQ5njF3SrR,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,244493,TRUE,https://open.spotify.com/track/2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16E-06,0.0973,0.641,139.959
Copines,Aya Nakamura,Pop,72,02/11/2018,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,1Bhm5HNO1cq8olDbBmokyL,https://i.scdn.co/image/ab67616d0000b2739922157daa474131bb3a0fbc,171720,FALSE,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027
Djadja,Aya Nakamura,Pop,69,02/11/2018,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh,7sKDftgGirHWTVFMtJoDoh,https://i.scdn.co/image/ab67616d0000b2739922157daa474131bb3a0fbc,171133,FALSE,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh,0.811,0.797,5,-5.428,1,0.165,0.0617,0,0.112,0.541,97.988
Hypé (feat. Ayra Starr),"Aya Nakamura, Ayra Starr",Pop,69,07/03/2024,https://open.spotify.com/track/6oi6AAmRd2IbanRMQZC39J,6oi6AAmRd2IbanRMQZC39J,https://i.scdn.co/image/ab67616d0000b273dca6c95e11eaa342043091df,157403,FALSE,https://open.spotify.com/track/6oi6AAmRd2IbanRMQZC39J,0.705,0.595,5,-8.411,0,0.161,0.027,0,0.0811,0.357,175.909
Hypé,Aya Nakamura,Pop,72,26/01/2024,https://open.spotify.com/track/0jlEtXM0sxuoSmO0adcZ3J,0jlEtXM0sxuoSmO0adcZ3J,https://i.scdn.co/image/ab67616d0000b27343d8582d51465d891d6b78ff,157053,FALSE,https://open.spotify.com/track/0jlEtXM0sxuoSmO0adcZ3J,0.713,0.593,5,-8.198,0,0.0886,0.0194,1.56E-06,0.0774,0.45,175.914
Djadja (feat. Maluma) - Remix,"Aya Nakamura, Maluma",Pop,60,12/06/2020,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,6AzKhCHOms83jvNVLsz0Bt,https://i.scdn.co/image/ab67616d0000b2734ec452efed595a418b746ce8,166851,FALSE,https://open.spotify.com/track/6AzKhCHOms83jvNVLsz0Bt,0.791,0.682,5,-7.328,1,0.158,0.175,0,0.0926,0.672,98.031
Pookie,Aya Nakamura,Pop,62,02/11/2018,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD,2QpUWi6VSNOt2WyH5FIeLD,https://i.scdn.co/image/ab67616d0000b2739922157daa474131bb3a0fbc,180840,FALSE,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD,0.912,0.598,6,-7.718,0,0.0877,0.0718,1.12E-06,0.0892,0.533,98.006
Doggy,Aya Nakamura,Pop,67,29/03/2024,https://open.spotify.com/track/5S1ianZQLvtoL2A7rUETlq,5S1ianZQLvtoL2A7rUETlq,https://i.scdn.co/image/ab67616d0000b2730c47beac1e1a71e50efdad0f,132677,FALSE,https://open.spotify.com/track/5S1ianZQLvtoL2A7rUETlq,0.716,0.628,4,-6.325,0,0.0391,0.00668,0.000155,0.229,0.779,98.009
Baby,Aya Nakamura,Pop,61,27/01/2023,https://open.spotify.com/track/3xrZCGMyXIDqesVz4QwJOL,3xrZCGMyXIDqesVz4QwJOL,https://i.scdn.co/image/ab67616d0000b27342093925d784c0ef5e6f3705,162373,FALSE,https://open.spotify.com/track/3xrZCGMyXIDqesVz4QwJOL,0.841,0.466,0,-8.386,1,0.203,0.065,0,0.0898,0.744,110.056
Djadja (feat. Maluma) - Remix,"Aya Nakamura, Maluma",Pop,52,25/10/2019,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g,13vDU8nPsvTGEVTMB8Vw7g,https://i.scdn.co/image/ab67616d0000b27300cc0356c9f83b8dcc2a8fb6,166851,FALSE,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g,0.791,0.682,5,-7.328,1,0.158,0.175,0,0.0926,0.672,98.031
Dégaine (feat. Damso),"Aya Nakamura, Damso",Pop,62,09/03/2022,https://open.spotify.com/track/5cqLFudVQryezmVFmmyRJN,5cqLFudVQryezmVFmmyRJN,https://i.scdn.co/image/ab67616d0000b273bc148f0c349ed5772d33513a,210958,FALSE,https://open.spotify.com/track/5cqLFudVQryezmVFmmyRJN,0.618,0.698,10,-5.362,0,0.272,0.181,0,0.154,0.784,178.143
Chérie,Aya Nakamura,Pop,62,17/08/2023,https://open.spotify.com/track/0GTO1m0ZbLNvsl6EAMXpj7,0GTO1m0ZbLNvsl6EAMXpj7,https://i.scdn.co/image/ab67616d0000b27322bae97b92ba7b71aeba50d5,188974,FALSE,https://open.spotify.com/track/0GTO1m0ZbLNvsl6EAMXpj7,0.795,0.479,6,-5.884,1,0.368,0.231,0.00906,0.0888,0.66,173.944
Jolie nana,Aya Nakamura,Pop,61,13/11/2020,https://open.spotify.com/track/65RWVU6N81CeH65nu52K1U,65RWVU6N81CeH65nu52K1U,https://i.scdn.co/image/ab67616d0000b273e18ece75007e1aa0504e664a,147076,FALSE,https://open.spotify.com/track/65RWVU6N81CeH65nu52K1U,0.813,0.64,2,-5.908,1,0.272,0.269,0,0.131,0.488,92.989
Doudou,Aya Nakamura,Pop,62,13/11/2020,https://open.spotify.com/track/3V6NCwBywAwpAlAyGL7h0p,3V6NCwBywAwpAlAyGL7h0p,https://i.scdn.co/image/ab67616d0000b273e18ece75007e1aa0504e664a,168719,FALSE,https://open.spotify.com/track/3V6NCwBywAwpAlAyGL7h0p,0.773,0.609,4,-5.855,0,0.244,0.136,0,0.0729,0.697,98.071
La dot,Aya Nakamura,Pop,55,02/11/2018,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG,3aRgAfrt6aQW8IimLq2aVG,https://i.scdn.co/image/ab67616d0000b2739922157daa474131bb3a0fbc,201720,FALSE,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG,0.448,0.513,0,-6.108,1,0.163,0.203,0,0.0947,0.751,82.451
Bobo,Aya Nakamura,Pop,58,27/05/2021,https://open.spotify.com/track/6wL9pSXJ4roDSEoBpYyQy7,6wL9pSXJ4roDSEoBpYyQy7,https://i.scdn.co/image/ab67616d0000b2731c883496fea24e07960b3ceb,187873,TRUE,https://open.spotify.com/track/6wL9pSXJ4roDSEoBpYyQy7,0.877,0.356,9,-8.749,0,0.188,0.248,0.000274,0.2,0.536,109.932
T'as peur,"Aya Nakamura, Myke Towers",Pop,55,27/01/2023,https://open.spotify.com/track/35XF6veSvhoPdWy89zaeaj,35XF6veSvhoPdWy89zaeaj,https://i.scdn.co/image/ab67616d0000b27342093925d784c0ef5e6f3705,215284,FALSE,https://open.spotify.com/track/35XF6veSvhoPdWy89zaeaj,0.755,0.565,8,-5.595,0,0.273,0.113,2.77E-05,0.111,0.407,177.941
Cadeau (feat. Tiakola),"Aya Nakamura, Tiakola",Pop,59,27/01/2023,https://open.spotify.com/track/4serT1J6lu8eTsMMG9VhF8,4serT1J6lu8eTsMMG9VhF8,https://i.scdn.co/image/ab67616d0000b27342093925d784c0ef5e6f3705,151000,FALSE,https://open.spotify.com/track/4serT1J6lu8eTsMMG9VhF8,0.864,0.595,8,-5.513,1,0.0506,0.52,0.000817,0.0689,0.758,119.077
40%,Aya Nakamura,Pop,59,25/10/2019,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo,47LFcy7prvEY5D08d26zOo,https://i.scdn.co/image/ab67616d0000b2735958979d589a9819866a79f5,174933,FALSE,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo,0.841,0.693,11,-7.335,1,0.205,0.396,3.99E-06,0.133,0.678,92.021
Sucette (feat. Niska),"Aya Nakamura, Niska",Pop,54,02/11/2018,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl,3qHs2PoiJMPvdxgyRSvqAl,https://i.scdn.co/image/ab67616d0000b2739922157daa474131bb3a0fbc,167067,FALSE,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl,0.799,0.781,5,-6.115,0,0.128,0.235,1.05E-06,0.0638,0.672,189.954
Plus Jamais (feat. Stormzy),"Aya Nakamura, Stormzy",Pop,57,13/11/2020,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw,7iZVBT6LV32t4l00p73VAw,https://i.scdn.co/image/ab67616d0000b273e18ece75007e1aa0504e664a,175257,FALSE,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw,0.605,0.419,1,-9.032,1,0.0342,0.373,0,0.128,0.291,152.161
Baby,Aya Nakamura,Pop,59,12/01/2023,https://open.spotify.com/track/5uKJiHdlDBz53cM1qZd0yB,5uKJiHdlDBz53cM1qZd0yB,https://i.scdn.co/image/ab67616d0000b2730e9fe44f8053da41157eb449,162373,FALSE,https://open.spotify.com/track/5uKJiHdlDBz53cM1qZd0yB,0.841,0.466,0,-8.386,1,0.203,0.065,0,0.0898,0.744,110.056
Soirée parisienne (feat. Jizo Djohn.P),"Aya Nakamura, Jizo Djohn.P",Pop,67,25/08/2017,https://open.spotify.com/track/77jfFVugaz41IwpWqoXsUh,77jfFVugaz41IwpWqoXsUh,https://i.scdn.co/image/ab67616d0000b273d46bd7cfa437851c2eb13e86,357973,FALSE,https://open.spotify.com/track/77jfFVugaz41IwpWqoXsUh,0.714,0.535,4,-6.065,0,0.0492,0.568,0,0.153,0.517,92.46
Copines,Aya Nakamura,Pop,45,25/10/2019,https://open.spotify.com/track/6MFKIPvpuwgMwEfL1DjO9D,6MFKIPvpuwgMwEfL1DjO9D,https://i.scdn.co/image/ab67616d0000b2735958979d589a9819866a79f5,171720,FALSE,https://open.spotify.com/track/6MFKIPvpuwgMwEfL1DjO9D,0.701,0.787,8,-3.941,0,0.0855,0.27,0,0.105,0.904,180.027
T'as peur,"Aya Nakamura, Myke Towers",Pop,52,25/01/2023,https://open.spotify.com/track/0KERPiv5izyNsVcXYNEugE,0KERPiv5izyNsVcXYNEugE,https://i.scdn.co/image/ab67616d0000b273b0c3eda31086daf778bc2733,215284,FALSE,https://open.spotify.com/track/0KERPiv5izyNsVcXYNEugE,0.755,0.565,8,-5.595,0,0.273,0.113,2.77E-05,0.111,0.407,177.941
