song_name,artist,genre,popularity,release_date,music_link,track_id,image,duration_ms,explicit,external_urls,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Set Fire to the Rain,Adele,Pop,80,24/01/2011,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi,73CMRj62VK8nUS4ezD2wvi,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,242974,FALSE,https://open.spotify.com/track/73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68E-06,0.112,0.446,107.993
Someone Like You,Adele,Pop,78,24/01/2011,https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,1zwMYTA5nlNjZxYrvBB2pV,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,285240,FALSE,https://open.spotify.com/track/1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187
Rolling in the Deep,Adele,Pop,79,24/01/2011,https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk,1c8gk2PeTE04A1pIDH9YMk,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,228093,FALSE,https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948
Skyfall,Adele,Pop,85,04/10/2012,https://open.spotify.com/track/6VObnIkLVruX4UVyxWhlqm,6VObnIkLVruX4UVyxWhlqm,https://i.scdn.co/image/ab67616d0000b2732737be35cc5245eef495be90,286480,FALSE,https://open.spotify.com/track/6VObnIkLVruX4UVyxWhlqm,0.346,0.552,0,-6.864,0,0.0282,0.417,0,0.114,0.0789,75.881
When We Were Young,Adele,Pop,73,20/11/2015,https://open.spotify.com/track/7GgWAITsYJaRM3r50rfh5w,7GgWAITsYJaRM3r50rfh5w,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,290900,FALSE,https://open.spotify.com/track/7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361
Make You Feel My Love,Adele,Pop,72,28/01/2008,https://open.spotify.com/track/5FgPwJ7Nh2FVmIXviKl2VF,5FgPwJ7Nh2FVmIXviKl2VF,https://i.scdn.co/image/ab67616d0000b273da737a3e194e3b9a46c1a6a3,212040,FALSE,https://open.spotify.com/track/5FgPwJ7Nh2FVmIXviKl2VF,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18
Love In The Dark,Adele,Pop,74,20/11/2015,https://open.spotify.com/track/7B5Npv8NjjTCzk8PLpU66h,7B5Npv8NjjTCzk8PLpU66h,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,285935,FALSE,https://open.spotify.com/track/7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821
Easy On Me,Adele,Pop,80,14/10/2021,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,0gplL1WMoJ6iYaPgMCL0gX,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4,224695,FALSE,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
Chasing Pavements,Adele,Pop,70,28/01/2008,https://open.spotify.com/track/56pHllZT7QOacB0bP56ofx,56pHllZT7QOacB0bP56ofx,https://i.scdn.co/image/ab67616d0000b273da737a3e194e3b9a46c1a6a3,210507,FALSE,https://open.spotify.com/track/56pHllZT7QOacB0bP56ofx,0.616,0.47,5,-6.092,0,0.0253,0.291,0,0.111,0.325,80.03
Easy On Me,Adele,Pop,80,19/11/2021,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds,46IZ0fSY2mpAiktS3KOqds,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,224695,FALSE,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
Send My Love (To Your New Lover),Adele,Pop,73,20/11/2015,https://open.spotify.com/track/0t7fVeEJxO2Xi4H2K5Svc9,0t7fVeEJxO2Xi4H2K5Svc9,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,223079,FALSE,https://open.spotify.com/track/0t7fVeEJxO2Xi4H2K5Svc9,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48E-06,0.172,0.567,164.069
Hello,Adele,Pop,72,20/11/2015,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,62PaSfnXSMyLshYJrlTuL3,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,295502,FALSE,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991
Water Under the Bridge,Adele,Pop,69,20/11/2015,https://open.spotify.com/track/4jL6WWKFDqCOPo2hC3VhSS,4jL6WWKFDqCOPo2hC3VhSS,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,240439,FALSE,https://open.spotify.com/track/4jL6WWKFDqCOPo2hC3VhSS,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.40E-06,0.105,0.538,94.963
All I Ask,Adele,Pop,69,20/11/2015,https://open.spotify.com/track/05TOt5Vz4StdjMpEdFPlvB,05TOt5Vz4StdjMpEdFPlvB,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,271800,FALSE,https://open.spotify.com/track/05TOt5Vz4StdjMpEdFPlvB,0.591,0.28,4,-5.494,1,0.0283,0.889,0,0.124,0.348,141.916
Oh My God,Adele,Pop,76,19/11/2021,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX,3Kkjo3cT83cw09VJyrLNwX,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,225149,FALSE,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0,0.0264,0.55,88.098
Rumour Has It,Adele,Pop,67,24/01/2011,https://open.spotify.com/track/2A73XBDBQgmdXO8VsXPWIs,2A73XBDBQgmdXO8VsXPWIs,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,223267,FALSE,https://open.spotify.com/track/2A73XBDBQgmdXO8VsXPWIs,0.612,0.749,0,-5.014,1,0.0446,0.615,0,0.167,0.574,120.052
I Drink Wine,Adele,Pop,73,19/11/2021,https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A,6v0UJD4a2FtleHeSYVX02A,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,376169,FALSE,https://open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A,0.437,0.565,10,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389
Turning Tables,Adele,Pop,64,24/01/2011,https://open.spotify.com/track/4oy98QoABnGKpvapDkI525,4oy98QoABnGKpvapDkI525,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,250000,FALSE,https://open.spotify.com/track/4oy98QoABnGKpvapDkI525,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35E-05,0.132,0.211,155.476
Can I Get It,Adele,Pop,69,19/11/2021,https://open.spotify.com/track/6w8ZPYdnGajyfPddTWdthN,6w8ZPYdnGajyfPddTWdthN,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,210384,FALSE,https://open.spotify.com/track/6w8ZPYdnGajyfPddTWdthN,0.703,0.68,9,-6.118,0,0.0431,0.0171,0,0.178,0.536,97.985
All Night Parking (with Erroll Garner) Interlude,Adele,Pop,64,19/11/2021,https://open.spotify.com/track/496vIKS2INz840xZaKncvR,496vIKS2INz840xZaKncvR,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,161829,FALSE,https://open.spotify.com/track/496vIKS2INz840xZaKncvR,0.734,0.497,8,-9.666,1,0.166,0.67,2.35E-05,0.194,0.307,127.989
I Miss You,Adele,Pop,60,20/11/2015,https://open.spotify.com/track/6QSJvH2m7QLAiFIywwzCVi,6QSJvH2m7QLAiFIywwzCVi,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,348625,FALSE,https://open.spotify.com/track/6QSJvH2m7QLAiFIywwzCVi,0.382,0.578,5,-4.246,1,0.047,0.00982,1.44E-05,0.433,0.156,113.072
Don't You Remember,Adele,Pop,63,24/01/2011,https://open.spotify.com/track/4RyjMERDcCJHTkFpXzgUw4,4RyjMERDcCJHTkFpXzgUw4,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,243200,FALSE,https://open.spotify.com/track/4RyjMERDcCJHTkFpXzgUw4,0.644,0.4,3,-5.713,1,0.0304,0.214,0,0.0866,0.227,115.025
Remedy,Adele,Pop,60,20/11/2015,https://open.spotify.com/track/5CjKwY7FUJgKSwTVzoQIaU,5CjKwY7FUJgKSwTVzoQIaU,https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2,245427,FALSE,https://open.spotify.com/track/5CjKwY7FUJgKSwTVzoQIaU,0.405,0.3,2,-6.475,1,0.0378,0.894,0,0.154,0.24,162.355
One And Only,Adele,Pop,65,24/01/2011,https://open.spotify.com/track/43dcCpx19I0R4zLr4KH1UC,43dcCpx19I0R4zLr4KH1UC,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,348227,FALSE,https://open.spotify.com/track/43dcCpx19I0R4zLr4KH1UC,0.528,0.468,5,-5.306,1,0.0287,0.295,0,0.165,0.185,154.974
Hometown Glory,Adele,Pop,60,28/01/2008,https://open.spotify.com/track/19QzuPTNZHJ2SEu5LCQTGI,19QzuPTNZHJ2SEu5LCQTGI,https://i.scdn.co/image/ab67616d0000b273da737a3e194e3b9a46c1a6a3,271227,TRUE,https://open.spotify.com/track/19QzuPTNZHJ2SEu5LCQTGI,0.436,0.336,10,-8.517,0,0.037,0.962,3.40E-05,0.102,0.21,122.456
Agora Hills,Doja Cat,Pop,86,22/09/2023,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,7dJYggqjKo71KI9sLzqCs8,https://i.scdn.co/image/ab67616d0000b27394203dd82d27b494c777d07c,265360,TRUE,https://open.spotify.com/track/7dJYggqjKo71KI9sLzqCs8,0.75,0.674,8,-6.128,0,0.097,0.228,8.91E-05,0.122,0.392,123.026
Paint The Town Red,Doja Cat,Pop,87,04/08/2023,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7,2IGMVunIBsBLtEQyoI1Mu7,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30,231750,TRUE,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7,0.868,0.538,5,-8.603,1,0.174,0.269,3.34E-06,0.0901,0.732,99.968
Agora Hills,Doja Cat,Pop,81,20/09/2023,https://open.spotify.com/track/5PyDJG7SQRgWXefgexqIge,5PyDJG7SQRgWXefgexqIge,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,265360,TRUE,https://open.spotify.com/track/5PyDJG7SQRgWXefgexqIge,0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01
Streets,Doja Cat,Pop,82,07/11/2019,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,60ynsPSSKe6O3sfwRnIBRf,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,226987,TRUE,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035
Woman,Doja Cat,Pop,84,25/06/2021,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,6Uj1ctrBOjOas8xZXGqKk4,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,172627,TRUE,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998
Paint The Town Red,Doja Cat,Pop,81,20/09/2023,https://open.spotify.com/track/56y1jOTK0XSvJzVv9vHQBK,56y1jOTK0XSvJzVv9vHQBK,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb,230480,TRUE,https://open.spotify.com/track/56y1jOTK0XSvJzVv9vHQBK,0.864,0.556,2,-7.683,0,0.194,0.255,3.85E-06,0.112,0.726,99.974
Kiss Me More (feat. SZA),"Doja Cat, SZA",Pop,81,25/06/2021,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,3DarAbFujv6eYNliUTyqtz,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,208667,TRUE,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97
Ain't Shit,Doja Cat,Pop,77,25/06/2021,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,5lAnYvAIkSDNXqfo7DyFUm,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,174253,TRUE,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097
Need to Know,Doja Cat,Pop,78,25/06/2021,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,3Vi5XqYrmQgOYBajMWSvCi,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,210560,TRUE,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041
You Right,"Doja Cat, The Weeknd",Pop,79,25/06/2021,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,0k4d5YPDr1r7FX77VdqWez,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,186173,TRUE,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Pop,76,06/05/2022,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF,0hquQWY3xvYqN4qtiquniF,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f,182907,TRUE,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23E-05,0.145,0.74,159.969
Get Into It (Yuh),Doja Cat,Pop,76,25/06/2021,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,0W6I02J9xcqK8MtSeosEXb,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,138293,TRUE,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,0.315,3.39E-05,0.0894,0.793,91.942
Candy,Doja Cat,Pop,78,30/03/2018,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,1VJwtWR6z7SpZRwipI12be,https://i.scdn.co/image/ab67616d0000b2730f4f19f09818756f25916e45,190920,TRUE,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876
OKLOSER,Doja Cat,Pop,69,05/04/2024,https://open.spotify.com/track/3Vlt0DKYBK0h3Vf92nywhp,3Vlt0DKYBK0h3Vf92nywhp,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,169067,TRUE,https://open.spotify.com/track/3Vlt0DKYBK0h3Vf92nywhp,0.898,0.674,1,-8.373,1,0.303,0.0255,0,0.0835,0.883,152.046
MASC (feat. Teezo Touchdown),"Doja Cat, Teezo Touchdown",Pop,67,05/04/2024,https://open.spotify.com/track/0FdW7MEbDKdz8v5TXqcFkG,0FdW7MEbDKdz8v5TXqcFkG,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,205933,TRUE,https://open.spotify.com/track/0FdW7MEbDKdz8v5TXqcFkG,0.633,0.474,9,-7.654,1,0.0311,0.452,3.25E-06,0.157,0.376,144.047
So High,Doja Cat,Pop,69,05/08/2014,https://open.spotify.com/track/1yvSMyZn27M4wEslpSvB0D,1yvSMyZn27M4wEslpSvB0D,https://i.scdn.co/image/ab67616d0000b273de5205ea928d5dc91feee2f9,199747,TRUE,https://open.spotify.com/track/1yvSMyZn27M4wEslpSvB0D,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91E-06,0.05,0.668,132.004
URRRGE!!!!!!!!!! (feat. A$AP Rocky),"Doja Cat, A$AP Rocky",Pop,65,05/04/2024,https://open.spotify.com/track/0mxMMetknt24PVQxAHwXAZ,0mxMMetknt24PVQxAHwXAZ,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,152653,TRUE,https://open.spotify.com/track/0mxMMetknt24PVQxAHwXAZ,0.944,0.653,1,-7.781,1,0.182,0.00947,0.000124,0.178,0.428,120.069
PISS,Doja Cat,Pop,62,05/04/2024,https://open.spotify.com/track/7oZ3BHE9ZzWS3DpjD9RBOl,7oZ3BHE9ZzWS3DpjD9RBOl,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,155373,TRUE,https://open.spotify.com/track/7oZ3BHE9ZzWS3DpjD9RBOl,0.808,0.518,1,-8.328,0,0.456,0.183,1.33E-06,0.0326,0.515,139.037
DISRESPECTFUL,Doja Cat,Pop,62,05/04/2024,https://open.spotify.com/track/7y73txStcKSdfI7smRFfIE,7y73txStcKSdfI7smRFfIE,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,156240,TRUE,https://open.spotify.com/track/7y73txStcKSdfI7smRFfIE,0.798,0.612,7,-8.128,1,0.0846,0.0435,0.000435,0.12,0.387,101.995
ACKNOWLEDGE ME,Doja Cat,Pop,62,05/04/2024,https://open.spotify.com/track/2Ke8xquzK9JyPt6OPGBVTI,2Ke8xquzK9JyPt6OPGBVTI,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,190613,TRUE,https://open.spotify.com/track/2Ke8xquzK9JyPt6OPGBVTI,0.484,0.675,10,-5.053,0,0.0665,0.382,0,0.297,0.375,77.964
Say So,Doja Cat,Pop,77,07/11/2019,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b,237893,TRUE,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0,0.159,0.264,3.35E-06,0.0904,0.779,110.962
Boss Bitch,Doja Cat,Pop,77,23/01/2020,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,78qd8dvwea0Gosb6Fe6j3k,https://i.scdn.co/image/ab67616d0000b27310356a0e81371e6644cb1371,134240,FALSE,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989
MASC (feat. Teezo Touchdown),"Doja Cat, Teezo Touchdown",Pop,62,03/04/2024,https://open.spotify.com/track/4CphT44U2oOp2XzqWKUyeo,4CphT44U2oOp2XzqWKUyeo,https://i.scdn.co/image/ab67616d0000b273d94013f88a368ce7f3e00d62,205920,TRUE,https://open.spotify.com/track/4CphT44U2oOp2XzqWKUyeo,0.636,0.447,9,-7.691,1,0.0308,0.498,4.17E-06,0.149,0.411,143.995
HEADHIGH,Doja Cat,Pop,60,05/04/2024,https://open.spotify.com/track/29pWNRvG3sugJEr05GgqlQ,29pWNRvG3sugJEr05GgqlQ,https://i.scdn.co/image/ab67616d0000b2736d6439f12c06d71f2c924305,199480,TRUE,https://open.spotify.com/track/29pWNRvG3sugJEr05GgqlQ,0.735,0.593,11,-9.353,0,0.0369,0.141,0.131,0.0981,0.908,146.973
OKLOSER,Doja Cat,Pop,61,01/04/2024,https://open.spotify.com/track/3EM5ZPDSe1JjSztumpsc5n,3EM5ZPDSe1JjSztumpsc5n,https://i.scdn.co/image/ab67616d0000b27325f77c1f058fbce7c88591c6,169053,TRUE,https://open.spotify.com/track/3EM5ZPDSe1JjSztumpsc5n,0.898,0.684,1,-8.347,1,0.294,0.0274,0,0.0762,0.903,152.065
Without Me,Halsey,Pop,81,17/01/2020,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,6FZDfxM3a3UCqtzo5pxSLZ,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,201661,TRUE,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041
Bad At Love,Halsey,Pop,73,02/06/2017,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,7y9iMe8SOB6z3NoHE2OfXl,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,181279,FALSE,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384
Walls Could Talk,Halsey,Pop,74,02/06/2017,https://open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,5ln5yQdUywVbf8HhFsOcd6,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,101790,TRUE,https://open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162
Gasoline,Halsey,Pop,72,28/08/2015,https://open.spotify.com/track/2IO7yf562c1zLzpanal1DT,2IO7yf562c1zLzpanal1DT,https://i.scdn.co/image/ab67616d0000b27374fefed78db6d6cf4d963fdc,199593,TRUE,https://open.spotify.com/track/2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0,0.0399,0.223,0,0.129,0.319,119.997
Could Have Been Me,Halsey,Pop,72,17/12/2021,https://open.spotify.com/track/16nCYYc1lCxCyvaR1lgo0i,16nCYYc1lCxCyvaR1lgo0i,https://i.scdn.co/image/ab67616d0000b2735551adb75cf7c4737f93ed1d,148732,FALSE,https://open.spotify.com/track/16nCYYc1lCxCyvaR1lgo0i,0.552,0.662,6,-6.225,0,0.0548,9.18E-05,0,0.143,0.572,79.973
You should be sad,Halsey,Pop,71,17/01/2020,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,7lidXGPXPYLNThITAOTlkK,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,205473,TRUE,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94
Control,Halsey,Pop,70,28/08/2015,https://open.spotify.com/track/3SKzTIl9mW0DadTys9SFo3,3SKzTIl9mW0DadTys9SFo3,https://i.scdn.co/image/ab67616d0000b27374fefed78db6d6cf4d963fdc,214762,FALSE,https://open.spotify.com/track/3SKzTIl9mW0DadTys9SFo3,0.549,0.675,4,-5.637,0,0.0332,0.399,0,0.181,0.206,119.898
Without Me,Halsey,Pop,73,04/10/2018,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,https://i.scdn.co/image/ab67616d0000b273c42acc1b86597285c2c79559,201661,TRUE,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041
Colors,Halsey,Pop,68,28/08/2015,https://open.spotify.com/track/1TnUURhehaoMWKAqQtirm6,1TnUURhehaoMWKAqQtirm6,https://i.scdn.co/image/ab67616d0000b273bd02d63417be256b22bffc28,249500,FALSE,https://open.spotify.com/track/1TnUURhehaoMWKAqQtirm6,0.512,0.812,1,-4.809,1,0.0617,0.0534,0,0.092,0.521,100.02
Sorry,Halsey,Pop,70,02/06/2017,https://open.spotify.com/track/44n97yHySt0Z9rqPaXgjCK,44n97yHySt0Z9rqPaXgjCK,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,220541,FALSE,https://open.spotify.com/track/44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0.913,0,0.117,0.351,74.103
Graveyard,Halsey,Pop,65,17/01/2020,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,2ufmtcIFdFpuUYBPXK5f67,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,181806,FALSE,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043
Castle,Halsey,Pop,65,28/08/2015,https://open.spotify.com/track/16w8ZGVSjI4TlTLV8VimBY,16w8ZGVSjI4TlTLV8VimBY,https://i.scdn.co/image/ab67616d0000b27374fefed78db6d6cf4d963fdc,277623,FALSE,https://open.spotify.com/track/16w8ZGVSjI4TlTLV8VimBY,0.626,0.571,7,-7.461,0,0.0327,0.25,0,0.0946,0.164,129.959
Now Or Never,Halsey,Pop,63,02/06/2017,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,7i2DJ88J7jQ8K7zqFX2fW8,https://i.scdn.co/image/ab67616d0000b2730f7ad6d8d829906c17cae210,214802,FALSE,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11E-06,0.131,0.447,110.03
So Good,Halsey,Pop,63,09/06/2022,https://open.spotify.com/track/6kxaaIeowajN7w21PfMLbu,6kxaaIeowajN7w21PfMLbu,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,176059,FALSE,https://open.spotify.com/track/6kxaaIeowajN7w21PfMLbu,0.576,0.627,3,-4.649,0,0.0449,0.0385,0,0.181,0.311,164.998
Nightmare,Halsey,Pop,63,17/05/2019,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,340UVheS8z3ncW9TTUhAbc,https://i.scdn.co/image/ab67616d0000b2730db100d30d1ef9a91aefeabf,231999,TRUE,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0188,0,0.359,0.538,146.11
Die 4 Me,Halsey,Pop,62,24/02/2023,https://open.spotify.com/track/6VYAzAQGFsfEAwdorQaZuU,6VYAzAQGFsfEAwdorQaZuU,https://i.scdn.co/image/ab67616d0000b2739f5694123ca83b1d87a568c3,215021,TRUE,https://open.spotify.com/track/6VYAzAQGFsfEAwdorQaZuU,0.694,0.743,7,-4.267,0,0.0833,0.355,0,0.275,0.554,145.048
Without Me (with Juice WRLD),"Halsey, Juice WRLD",Pop,62,09/01/2019,https://open.spotify.com/track/6Zc5f20q7sOe1IC1c1jQvZ,6Zc5f20q7sOe1IC1c1jQvZ,https://i.scdn.co/image/ab67616d0000b27384a5651f3ab1604570ea0405,228816,TRUE,https://open.spotify.com/track/6Zc5f20q7sOe1IC1c1jQvZ,0.744,0.514,6,-6.103,1,0.0746,0.355,0,0.184,0.449,136.013
Without Me,"Halsey, Juice WRLD",Pop,60,17/01/2020,https://open.spotify.com/track/7MhNCT34oaLIxwAsZlZd67,7MhNCT34oaLIxwAsZlZd67,https://i.scdn.co/image/ab67616d0000b273309b0cb81728d42a6dfb2b81,228951,TRUE,https://open.spotify.com/track/7MhNCT34oaLIxwAsZlZd67,0.744,0.514,6,-6.103,1,0.0746,0.355,0,0.183,0.449,136.013
