song_name,artist,genre,popularity,release_date,music_link,track_id
FMB Dz 2k22,FMB DZ,rap,8,2022-01-28,https://open.spotify.com/track/1oKlNtMpHNHOv5zgdIw5MP,1oKlNtMpHNHOv5zgdIw5MP
Ma vie,Box,rap,7,2021-03-26,https://open.spotify.com/track/12T7n1QXUJgnc7ARt3UPzO,12T7n1QXUJgnc7ARt3UPzO
Campo de Tiro,Shoren,rap,25,2023-01-25,https://open.spotify.com/track/0ZESQtLcutb2nwhRoT8SCb,0ZESQtLcutb2nwhRoT8SCb
Feeling Like Future,Luh Soldier,rap,9,2020-06-19,https://open.spotify.com/track/5IqZvba1smt3ORBrWEYl43,5IqZvba1smt3ORBrWEYl43
WAP,Cardi B,rap,1,2022-06-17,https://open.spotify.com/track/6bebAJaDcEI9u6poSzTy2P,6bebAJaDcEI9u6poSzTy2P
up at night,Kehlani,rap,0,2023-02-16,https://open.spotify.com/track/2XbebKuvMVD8aMeYugDTcO,2XbebKuvMVD8aMeYugDTcO
Political Prisoners,Q Da Fool,rap,3,2023-06-30,https://open.spotify.com/track/7tHNHPNre1ICEYh9XTFcXF,7tHNHPNre1ICEYh9XTFcXF
Major Pourpose,26coop,rap,7,2020-03-09,https://open.spotify.com/track/4ETirNjwRde3oTJmImmF3d,4ETirNjwRde3oTJmImmF3d
Baoubally,Reman,rap,14,2022-03-30,https://open.spotify.com/track/2XhnESBKQgXnLkRnsxAcyv,2XhnESBKQgXnLkRnsxAcyv
Trunks Raps,Straw Hat Boys,rap,1,2021-08-06,https://open.spotify.com/track/3SWQiCT2RkoBElsmdbvkr5,3SWQiCT2RkoBElsmdbvkr5
Blanco O Negro,Brizynfony,rap,5,2023-01-15,https://open.spotify.com/track/0jx93HkZYkd4hcunlCoR4M,0jx93HkZYkd4hcunlCoR4M
Dropa Comigo (Instrumental),Blackgameboy,rap,0,2022-05-12,https://open.spotify.com/track/7kY5Ae09dVs3h9tHepx2An,7kY5Ae09dVs3h9tHepx2An
IG Thot (feat. MDMA(,Thouxanbanfauni,rap,0,2021-10-01,https://open.spotify.com/track/4sioclgUXZi6rhwrJ5zPcp,4sioclgUXZi6rhwrJ5zPcp
Million d'euros,Dino Killabizz,rap,0,2021-05-27,https://open.spotify.com/track/1Jo3eU4d82L8Azvb3xLZZL,1Jo3eU4d82L8Azvb3xLZZL
Kita Djaya,Farly,rap,3,2020-03-20,https://open.spotify.com/track/2133d89aOLkSNFnzsKW5eW,2133d89aOLkSNFnzsKW5eW
Past Life,Trevor Daniel,rap,6,2020-10-23,https://open.spotify.com/track/23CrmnmDRuUAhzGl1PVr2u,23CrmnmDRuUAhzGl1PVr2u
Minute Man,RudyCash,rap,0,2020-03-28,https://open.spotify.com/track/5QJupSsbjQbDPSbFLFILy1,5QJupSsbjQbDPSbFLFILy1
Duce,Swagg Dinero,rap,0,2021-06-25,https://open.spotify.com/track/3TTwfZs5Er5n8GR7IvHxZK,3TTwfZs5Er5n8GR7IvHxZK
Mrs. Davis,Gucci Mane,rap,0,2022-09-02,https://open.spotify.com/track/1oyYGQ8JbloMW1zDsp0nTO,1oyYGQ8JbloMW1zDsp0nTO
Quick Question - Spedup Version,Babyboy AV,afrobeat,29,2023-07-26,https://open.spotify.com/track/6Fp1aVk17T244mLqetsuae,6Fp1aVk17T244mLqetsuae
Real Life,Burna Boy,afrobeat,0,2023-02-23,https://open.spotify.com/track/3ODKdIxUDq47yZcdwaOzp7,3ODKdIxUDq47yZcdwaOzp7
Door,Joeboy,afrobeat,29,2021-02-04,https://open.spotify.com/track/0Ad6okyKc5qGtECNQa3IFH,0Ad6okyKc5qGtECNQa3IFH
My Touch - Remix,Eugy Official,afrobeat,28,2021-08-20,https://open.spotify.com/track/4QCIFeC7FdVlEVXz4XRhh1,4QCIFeC7FdVlEVXz4XRhh1
Denge,TBabz,afrobeat,26,2023-09-08,https://open.spotify.com/track/5gUzlhiXmEJcbl8dYRvRXH,5gUzlhiXmEJcbl8dYRvRXH
Kasaléfkut Hulu (Live),Mulatu Astatke,afrobeat,15,2022-04-15,https://open.spotify.com/track/61sfL71hPz1eAiXPAUIpTR,61sfL71hPz1eAiXPAUIpTR
Morning Devotion,Street Church Music,afrobeat,42,2023-02-03,https://open.spotify.com/track/5AZ8G1XQM0I20LS61y44Qs,5AZ8G1XQM0I20LS61y44Qs
Call of Duty,Zinoleesky,afrobeat,42,2022-08-26,https://open.spotify.com/track/2wfWK2cmM5DZ4VnT7rDnFO,2wfWK2cmM5DZ4VnT7rDnFO
Jara,Mavins,afrobeat,29,2022-12-02,https://open.spotify.com/track/1eYCSNF8aKWt2klQUvcK5F,1eYCSNF8aKWt2klQUvcK5F
Body and Soul,Oritse Femi,afrobeat,28,2022-08-29,https://open.spotify.com/track/4ucZ5CScX3xiTmDkqCYqkA,4ucZ5CScX3xiTmDkqCYqkA
Pray,Zoro,afrobeat,12,2023-10-27,https://open.spotify.com/track/5Yp4o79GcWdVH5p8ukiobe,5Yp4o79GcWdVH5p8ukiobe
Desire Pt. 2,Limoblaze,afrobeat,49,2023-07-07,https://open.spotify.com/track/4KyLwJ8ozG534aCtba71qO,4KyLwJ8ozG534aCtba71qO
Esta Vida,The Bongo Hop,afrobeat,18,2022-05-06,https://open.spotify.com/track/06uhMicBjxvmndBJafsgHU,06uhMicBjxvmndBJafsgHU
Hihache - Remastered,Lafayette Afro Rock Band,afrobeat,13,2022-04-07,https://open.spotify.com/track/5eH3u9AR5XzvXuL6N8zCD7,5eH3u9AR5XzvXuL6N8zCD7
Freaky & Naughty,Sarkodie,afrobeat,21,2023-08-04,https://open.spotify.com/track/3pegFML6cZ9rgDuvLHm7Wj,3pegFML6cZ9rgDuvLHm7Wj
M.O.O.D,Juls,afrobeat,28,2021-10-08,https://open.spotify.com/track/6qa632VoAHmcGj8QwfuFGH,6qa632VoAHmcGj8QwfuFGH
Understand,Omah Lay,afrobeat,29,2021-07-08,https://open.spotify.com/track/73ZDNI2EmQA0XwuiXi1F0j,73ZDNI2EmQA0XwuiXi1F0j
Simigwa-Do,Gyedu-Blay Ambolley,afrobeat,1,2020-02-28,https://open.spotify.com/track/3jiSaNGgM3A9JNnE3MGBYR,3jiSaNGgM3A9JNnE3MGBYR
Check Yourself,Kaptain,afrobeat,44,2021-06-11,https://open.spotify.com/track/32LvANvgjC7e8fdhNKww5n,32LvANvgjC7e8fdhNKww5n
For My Hand,Burna Boy,afrobeat,2,2023-07-21,https://open.spotify.com/track/4cuxOAXqxefc2TJZFIBVWP,4cuxOAXqxefc2TJZFIBVWP
Rise Up,DJ Neptune,afrobeat,11,2021-11-26,https://open.spotify.com/track/1kR2hEOMhjMf8aWi2T4jET,1kR2hEOMhjMf8aWi2T4jET
Giza (feat. Seyi Vibez),Burna Boy,afrobeat,21,2023-08-23,https://open.spotify.com/track/2PAJhn5Q9Drh1IPhoc0Aft,2PAJhn5Q9Drh1IPhoc0Aft
Headliner,NSG,afrobeat,38,2021-12-09,https://open.spotify.com/track/5yX1jR8VbEygSGnY7dXPBq,5yX1jR8VbEygSGnY7dXPBq
Sad Boys Don't Fold,Black Sherif,afrobeat,43,2022-10-05,https://open.spotify.com/track/0UtHD3hSKIglnfYtnaXE1L,0UtHD3hSKIglnfYtnaXE1L
Teslim Introduction,Vector,afrobeat,15,2022-11-11,https://open.spotify.com/track/18MN8By3eH6S2GiqHKfQKD,18MN8By3eH6S2GiqHKfQKD
DRAMA QUEEN,Odunsi (The Engine),afrobeat,25,2022-09-14,https://open.spotify.com/track/51MaFLZUzEE2mU5F4pSIZh,51MaFLZUzEE2mU5F4pSIZh
OKERE GAN,LC Beatz,afrobeat,10,2022-10-28,https://open.spotify.com/track/74GU4wV28SAJZLrfboCXg7,74GU4wV28SAJZLrfboCXg7
Bembe,DJ Neptune,afrobeat,28,2020-09-18,https://open.spotify.com/track/5v0GqGiL1nEuWJsSh1gMGI,5v0GqGiL1nEuWJsSh1gMGI
PARTY SAD FACE/CRAZY WURLD,Amaarae,afrobeat,36,2020-11-12,https://open.spotify.com/track/2Gs5qWN9jVIYV7gDdEVNNn,2Gs5qWN9jVIYV7gDdEVNNn
5&1,Keleketla!,afrobeat,9,2020-07-03,https://open.spotify.com/track/54Kqji0DP852UvEKlizDIe,54Kqji0DP852UvEKlizDIe
Nocturnal Molestation,Midnight,r-n-b,22,2022-03-04,https://open.spotify.com/track/2ZnHxAteyz41p2cnbDVMP5,2ZnHxAteyz41p2cnbDVMP5
Slow Motion - Howie Tee Remix,Color Me Badd,r-n-b,2,2021-07-23,https://open.spotify.com/track/7uDDCVlWSoV1OIn7ggREzj,7uDDCVlWSoV1OIn7ggREzj
Grease,Frankie Valli,r-n-b,0,2021-12-03,https://open.spotify.com/track/3IaYb1rJ7pp7WuXqGdu7QU,3IaYb1rJ7pp7WuXqGdu7QU
Envolver,Anitta,r-n-b,11,2022-11-11,https://open.spotify.com/track/2ZPaK8EzIgHVWiwB7cXYDa,2ZPaK8EzIgHVWiwB7cXYDa
IGNORANT,Tokyo,r-n-b,0,2020-06-01,https://open.spotify.com/track/3ETk4Rwx88yxQYVdR0D6Fy,3ETk4Rwx88yxQYVdR0D6Fy
Burt & State,Stove God Cooks,r-n-b,23,2020-03-27,https://open.spotify.com/track/4JDl2pwA1x8yif7WxANzWq,4JDl2pwA1x8yif7WxANzWq
Thousands of Lovers,Editors,r-n-b,6,2020-04-26,https://open.spotify.com/track/6K5tDq5cgRN2doMTiFWWyr,6K5tDq5cgRN2doMTiFWWyr
Exclusiva,IZA,r-n-b,0,2023-09-09,https://open.spotify.com/track/1IyDxPyYIliaic3Pyb1Bv9,1IyDxPyYIliaic3Pyb1Bv9
Pretend,Gerry & The Pacemakers,r-n-b,1,2020-03-27,https://open.spotify.com/track/3UHttsilLAcbvuPKGaOAVr,3UHttsilLAcbvuPKGaOAVr
Too Tight Mama,Big Maybelle,r-n-b,0,2020-04-08,https://open.spotify.com/track/1Xtn44gKTXdSbqYQ785XPc,1Xtn44gKTXdSbqYQ785XPc
Renegado,Tauz,r-n-b,26,2020-12-24,https://open.spotify.com/track/6vKyRBbRr1laJ3bNtnJntm,6vKyRBbRr1laJ3bNtnJntm
Work It,Missy Elliott,r-n-b,0,2023-05-12,https://open.spotify.com/track/2mzCbfD1vopXHQuAwCvnT8,2mzCbfD1vopXHQuAwCvnT8
Hospital Radio,Mystery Jets,r-n-b,4,2020-04-03,https://open.spotify.com/track/0RhtF5FK1yaOjNXUzaL6Jp,0RhtF5FK1yaOjNXUzaL6Jp
Unchained Melody,Dick & Dee Dee,r-n-b,3,2022-07-22,https://open.spotify.com/track/1pTHkcCg9u1BvPFcPxP8cY,1pTHkcCg9u1BvPFcPxP8cY
Just For Your Love,The Falcons,r-n-b,1,2023-12-04,https://open.spotify.com/track/5EMF11hmNx7D7XivQtpYbr,5EMF11hmNx7D7XivQtpYbr
Walking at a Downtown Pace,Parquet Courts,r-n-b,3,2021-10-19,https://open.spotify.com/track/6eDQXNpsqsZQXbZN4if350,6eDQXNpsqsZQXbZN4if350
Sintomas de prazer,LUDMILLA,r-n-b,6,2023-08-26,https://open.spotify.com/track/2uExIhoq7K9Se7yCoHZJU0,2uExIhoq7K9Se7yCoHZJU0
Deus do Sol e Rei de Esparta,Flash Beats Manow,r-n-b,20,2023-12-11,https://open.spotify.com/track/5yiMFuskw6fGrG5LXfNjwK,5yiMFuskw6fGrG5LXfNjwK
Under The Sun - Live at The Murmrr Theatre,DIIV,r-n-b,24,2022-11-17,https://open.spotify.com/track/3B1kTFdlV0T7grk57BO7AG,3B1kTFdlV0T7grk57BO7AG
On & On,Erykah Badu,r-n-b,0,2021-03-19,https://open.spotify.com/track/7MuSuf6UnkeZ1LfvJPD3l2,7MuSuf6UnkeZ1LfvJPD3l2
Mandelão do Akon,JC NO BEAT,r-n-b,9,2021-03-19,https://open.spotify.com/track/233TpkmnT8LJq3cQr2e6Ds,233TpkmnT8LJq3cQr2e6Ds
Downtown,Anitta,r-n-b,6,2023-11-10,https://open.spotify.com/track/7GiJkRGu7vZaJTF8PAGAXV,7GiJkRGu7vZaJTF8PAGAXV
Too Much Monkey Business - Live,Chuck Berry,r-n-b,7,2021-03-26,https://open.spotify.com/track/6A8kW9Yx0KdLJrbElsO3qw,6A8kW9Yx0KdLJrbElsO3qw
Party Doll - Extended Version (Remastered),Buddy Knox,r-n-b,0,2022-04-29,https://open.spotify.com/track/1oZjtnChWRBXjr5qZ0UBnX,1oZjtnChWRBXjr5qZ0UBnX
Voy a Convencerte,Samuray,r-n-b,7,2021-01-31,https://open.spotify.com/track/5NXdLSshbJCss44pqmZBnf,5NXdLSshbJCss44pqmZBnf
My Lovin’ (You’re Never Gonna Get It),En Vogue,r-n-b,0,2023-11-09,https://open.spotify.com/track/1GRkyu1unH40fkv6pPnQ1G,1GRkyu1unH40fkv6pPnQ1G
Sou má,LUDMILLA,r-n-b,0,2023-06-30,https://open.spotify.com/track/5LooowR0JUfn4jjk39DEPg,5LooowR0JUfn4jjk39DEPg
Avellaneda Blues - En Vivo,Claudio Gabis,r-n-b,1,2020-03-31,https://open.spotify.com/track/2gtngs65jCjQNgqlmc6LYd,2gtngs65jCjQNgqlmc6LYd
Envolver - Remix,Anitta,r-n-b,0,2023-03-10,https://open.spotify.com/track/1t7sj6kJeneJswnsnEezmz,1t7sj6kJeneJswnsnEezmz
Lies Lies Lies,Annisteen Allen,r-n-b,0,2020-08-20,https://open.spotify.com/track/0Wp4wWoGJRLLkzRkdeqNYI,0Wp4wWoGJRLLkzRkdeqNYI
