song_name,artist,genre,popularity,release_date,music_link,track_id,image
Better,Khalid,RnB,70,2018-10-18,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,https://i.scdn.co/image/ab67616d0000b27360624c0781fd787c9aa4699c
OTW,"Khalid, 6LACK, Ty Dolla $ign",RnB,69,2018-04-20,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,6Hgh47WXVKtXN5zGOu0hjI,https://i.scdn.co/image/ab67616d0000b2739766f79668e76238a1c13e2c
Coaster,Khalid,RnB,67,2017-04-27,https://open.spotify.com/track/39KG4kom3enSx4GTThuDGt,39KG4kom3enSx4GTThuDGt,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Saturday Nights,Khalid,RnB,68,2018-10-18,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,5kfNriitmkNE8mUbZ7gbq8,https://i.scdn.co/image/ab67616d0000b27360624c0781fd787c9aa4699c
American Teen,Khalid,RnB,64,2017-04-27,https://open.spotify.com/track/312WNtMs3F28cUukaPY9bo,312WNtMs3F28cUukaPY9bo,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Outta My Head (with John Mayer),"Khalid, John Mayer",RnB,65,2019-04-05,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP,09oZ9eXQ2fo6YDrPzJqAoP,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60
Saved,Khalid,RnB,65,2017-04-27,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,248OFOZef6ShXv6DGgbnxU,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Talk,"Khalid, Disclosure",RnB,64,2019-02-07,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,0rTV5WefWd1J3OwIheTzxM,https://i.scdn.co/image/ab67616d0000b2730eb47b2eec859a783ceb72c8
Another Sad Love Song,Khalid,RnB,61,2017-04-27,https://open.spotify.com/track/52Qu0no0NBho3zyRmjlsHn,52Qu0no0NBho3zyRmjlsHn,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Know Your Worth,"Khalid, Disclosure",RnB,66,2020-02-04,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,0TrPqhAMoaKUFLR7iYDokf,https://i.scdn.co/image/ab67616d0000b273b9cff3f017498dd08950775c
The Ways (with Swae Lee),"Khalid, Swae Lee",RnB,60,2018-02-09,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN,5jyyPsIGM2yqkZN9R3TmvN,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888
Skyline,Khalid,RnB,62,2022-04-28,https://open.spotify.com/track/1QxIFMs4M8qd5cbJJu80v4,1QxIFMs4M8qd5cbJJu80v4,https://i.scdn.co/image/ab67616d0000b273b25a6f8bac702391f3e59129
Eleven (feat. Summer Walker),"Khalid, Summer Walker",RnB,63,2020-05-01,https://open.spotify.com/track/18O00Y7yrkJ0pRXm1n21Og,18O00Y7yrkJ0pRXm1n21Og,https://i.scdn.co/image/ab67616d0000b2732e81eba4b9cf795a9e8fb383
Shot Down,Khalid,RnB,57,2017-04-27,https://open.spotify.com/track/1Ob94QesoxHSBrypyBbdfd,1Ob94QesoxHSBrypyBbdfd,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Free Spirit,Khalid,RnB,57,2019-04-05,https://open.spotify.com/track/2kAIpGWnlFLQh48iut6Zzq,2kAIpGWnlFLQh48iut6Zzq,https://i.scdn.co/image/ab67616d0000b273b361ce46dbadbf8a11081b60
Therapy,Khalid,RnB,55,2017-04-27,https://open.spotify.com/track/25YvGDl2zSE0pH8jrMZ6aY,25YvGDl2zSE0pH8jrMZ6aY,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
